A	2,A	-0.661732	-0.067808	-0.593281	0.00048758
A	3,A	-0.661047	-0.100568	-0.595803	0.00048758
A	3,2	-0.659375	-0.291565	-1.318751	0.00065011
A	4,A	-0.658818	-0.153931	-0.619882	0.00048758
A	4,2	-0.658712	-0.334901	-1.295655	0.00065011
A	4,3	-0.657967	-0.345048	-1.126423	0.00065011
A	5,A	-0.659151	-0.206061	-0.656070	0.00048758
A	5,2	-0.657529	-0.331115	-1.125237	0.00065011
A	5,3	-0.656761	-0.217133	-0.793964	0.00065011
A	5,4	-0.654533	-0.070215	-0.395771	0.00065011
A	6,A	-0.482815	-0.199899	-0.527213	0.00048758
A	6,2	-0.639160	-0.225772	-0.799095	0.00065011
A	6,3	-0.638344	-0.078495	-0.401329	0.00065011
A	6,4	-0.636118	0.081506	0.048615	0.00065011
A	6,5	-0.634013	0.172946	0.240259	0.00065011
A	7,A	-0.101015	-0.108386	-0.357778	0.00048758
A	7,2	-0.645559	-0.082785	-0.402057	0.00065011
A	7,3	-0.644759	0.086843	0.040179	0.00065011
A	7,4	-0.641782	0.171306	0.222041	0.00065011
A	7,5	-0.640619	-0.376769	-0.837456	0.00065011
A	7,6	-0.623767	-0.443347	-0.937178	0.00065011
A	8,A	0.289743	-0.017242	-0.192057	0.00048758
A	8,2	-0.651889	0.086448	0.025084	0.00065011
A	8,3	-0.650336	0.170920	0.205672	0.00065011
A	8,4	-0.648266	-0.374915	-0.846660	0.00065011
A	8,5	-0.647201	-0.433030	-0.930925	0.00065011
A	8,6	-0.630436	-0.453389	-0.941763	0.00065011
A	8,7	-0.637158	-0.455656	-0.928015	0.00065011
A	9,A	0.680745	0.067505	-0.040657	0.00048758
A	9,2	-0.657160	0.169644	0.188935	0.00065011
A	9,3	-0.656577	-0.374483	-0.858217	0.00065011
A	9,4	-0.654534	-0.383075	-0.838019	0.00065011
A	9,5	-0.653430	-0.441215	-0.920605	0.00065011
A	9,6	-0.636809	-0.495853	-1.008370	0.00065011
A	9,7	-0.643247	-0.495493	-0.990987	0.00065011
A	9,8	-0.451875	-0.544608	-1.089217	0.00065011
A	10,A	1.500000	0.152526	0.145194	0.00200942
A	10,2	-0.672788	-0.348923	-0.810930	0.00267923
A	10,3	-0.672168	-0.392503	-0.859049	0.00267923
A	10,4	-0.670237	-0.444961	-0.931613	0.00267923
A	10,5	-0.669157	-0.498741	-1.012900	0.00267923
A	10,6	-0.652909	-0.508750	-1.017500	0.00267923
A	10,7	-0.467041	-0.555802	-1.111604	0.00267923
A	10,8	-0.082020	-0.633177	-1.266355	0.00267923
A	10,9	0.307676	-0.742645	-1.485290	0.00267923
2	2,A	-0.282713	0.039266	-0.042020	0.00072398
2	3,A	-0.284212	0.016914	-0.046786	0.00096531
2	3,2	-0.293290	-0.131387	-0.586579	0.00072398
2	4,A	-0.283157	-0.011697	-0.069980	0.00096531
2	4,2	-0.290967	-0.150708	-0.560134	0.00072398
2	4,3	-0.292521	-0.122957	-0.429083	0.00096531
2	5,A	-0.266382	-0.031724	-0.081847	0.00096531
2	5,2	-0.274153	-0.099369	-0.401783	0.00072398
2	5,3	-0.275744	-0.016523	-0.167800	0.00096531
2	5,4	-0.273342	0.093338	0.113509	0.00096531
2	6,A	-0.131767	0.007098	0.013321	0.00096531
2	6,2	-0.277108	-0.012997	-0.162783	0.00072398
2	6,3	-0.278474	0.092149	0.111874	0.00096531
2	6,4	-0.275236	0.217494	0.432187	0.00096531
2	6,5	-0.258788	0.284031	0.567187	0.00096531
2	7,A	0.135802	0.065248	0.127578	0.00096531
2	7,2	-0.280229	0.083488	0.117402	0.00072398
2	7,3	-0.280805	0.214421	0.425980	0.00096531
2	7,4	-0.278423	0.272341	0.541765	0.00096531
2	7,5	-0.262070	-0.252632	-0.505264	0.00096531
2	7,6	-0.265046	-0.331966	-0.663932	0.00096531
2	8,A	0.401625	0.120029	0.237194	0.00096531
2	8,2	-0.282092	0.213045	0.424480	0.00072398
2	8,3	-0.283577	0.268218	0.533572	0.00096531
2	8,4	-0.281306	-0.259826	-0.519652	0.00096531
2	8,5	-0.264895	-0.331281	-0.662563	0.00096531
2	8,6	-0.267800	-0.362615	-0.725231	0.00096531
2	8,7	-0.272058	-0.390377	-0.780755	0.00096531
2	9,A	0.655985	0.190762	0.379768	0.00096531
2	9,2	-0.286593	0.263585	0.524828	0.00072398
2	9,3	-0.288030	-0.266255	-0.532510	0.00096531
2	9,4	-0.285726	-0.293008	-0.586015	0.00096531
2	9,5	-0.269314	-0.358926	-0.717852	0.00096531
2	9,6	-0.273299	-0.430257	-0.860513	0.00096531
2	9,7	-0.276548	-0.455974	-0.911949	0.00096531
2	9,8	-0.136521	-0.530171	-1.060342	0.00096531
2	10,A	1.500000	0.247095	0.486979	0.00386124
2	10,2	-0.310993	-0.243408	-0.486825	0.00289593
2	10,3	-0.312390	-0.304215	-0.608429	0.00386124
2	10,4	-0.310107	-0.368778	-0.737556	0.00386124
2	10,5	-0.294783	-0.436219	-0.872437	0.00386124
2	10,6	-0.297664	-0.465396	-0.930791	0.00386124
2	10,7	-0.158128	-0.538453	-1.076907	0.00386124
2	10,8	0.118877	-0.632537	-1.265075	0.00386124
2	10,9	0.384834	-0.749661	-1.499321	0.00386124
3	2,A	-0.241149	0.070664	0.028414	0.00096531
3	3,A	-0.240149	0.044160	0.010855	0.00072398
3	3,2	-0.248452	-0.098250	-0.496903	0.00072398
3	4,A	-0.223953	0.023369	0.002628	0.00096531
3	4,2	-0.232274	-0.106138	-0.445516	0.00096531
3	4,3	-0.229954	-0.081490	-0.323683	0.00072398
3	5,A	-0.220511	-0.001897	-0.019208	0.00096531
3	5,2	-0.228858	-0.061451	-0.310676	0.00096531
3	5,3	-0.226529	0.019485	-0.083156	0.00072398
3	5,4	-0.209737	0.141082	0.195605	0.00096531
3	6,A	-0.093231	0.036948	0.073896	0.00096531
3	6,2	-0.231142	0.023800	-0.078252	0.00096531
3	6,3	-0.227965	0.138944	0.189258	0.00072398
3	6,4	-0.212068	0.250439	0.500878	0.00096531
3	6,5	-0.208559	0.314733	0.629467	0.00096531
3	7,A	0.166817	0.094467	0.188934	0.00096531
3	7,2	-0.233898	0.130825	0.194602	0.00096531
3	7,3	-0.231628	0.246306	0.492141	0.00072398
3	7,4	-0.215710	0.305578	0.611156	0.00096531
3	7,5	-0.212344	-0.221955	-0.443909	0.00096531
3	7,6	-0.214771	-0.304029	-0.608059	0.00096531
3	8,A	0.419872	0.173024	0.346048	0.00096531
3	8,2	-0.238252	0.241477	0.482478	0.00096531
3	8,3	-0.235978	0.295198	0.590396	0.00072398
3	8,4	-0.220209	-0.229755	-0.459509	0.00096531
3	8,5	-0.216700	-0.305572	-0.611145	0.00096531
3	8,6	-0.220210	-0.346969	-0.693938	0.00096531
3	8,7	-0.223854	-0.381276	-0.762552	0.00096531
3	9,A	0.644126	0.196434	0.392234	0.00096531
3	9,2	-0.264051	0.269339	0.538044	0.00096531
3	9,3	-0.261815	-0.255712	-0.511424	0.00072398
3	9,4	-0.245979	-0.280361	-0.560722	0.00096531
3	9,5	-0.243558	-0.356045	-0.712089	0.00096531
3	9,6	-0.245987	-0.432276	-0.864553	0.00096531
3	9,7	-0.249700	-0.459006	-0.918012	0.00096531
3	9,8	-0.120664	-0.535486	-1.070971	0.00096531
3	10,A	1.500000	0.270668	0.536351	0.00386124
3	10,2	-0.267867	-0.219298	-0.438596	0.00386124
3	10,3	-0.265648	-0.283224	-0.566448	0.00289593
3	10,4	-0.250870	-0.355683	-0.711366	0.00386124
3	10,5	-0.247378	-0.429758	-0.859516	0.00386124
3	10,6	-0.249876	-0.461402	-0.922803	0.00386124
3	10,7	-0.118943	-0.536375	-1.072751	0.00386124
3	10,8	0.144414	-0.633653	-1.267307	0.00386124
3	10,9	0.383557	-0.712572	-1.425143	0.00386124
4	2,A	-0.186079	0.110213	0.115097	0.00096531
4	3,A	-0.169927	0.090755	0.109144	0.00096531
4	3,2	-0.175850	-0.041018	-0.351700	0.00096531
4	4,A	-0.166175	0.061445	0.084883	0.00072398
4	4,2	-0.172106	-0.055247	-0.323648	0.00072398
4	4,3	-0.155934	-0.016569	-0.177708	0.00072398
4	5,A	-0.163592	0.037976	0.062592	0.00096531
4	5,2	-0.169574	-0.010320	-0.194641	0.00096531
4	5,3	-0.152839	0.086611	0.041092	0.00096531
4	5,4	-0.148879	0.189608	0.297004	0.00072398
4	6,A	-0.036667	0.077274	0.154548	0.00096531
4	6,2	-0.171327	0.081062	0.023309	0.00096531
4	6,3	-0.155475	0.186021	0.289638	0.00096531
4	6,4	-0.151621	0.292761	0.585523	0.00072398
4	6,5	-0.149063	0.351969	0.703939	0.00096531
4	7,A	0.203974	0.156342	0.312684	0.00096531
4	7,2	-0.176727	0.167601	0.271815	0.00096531
4	7,3	-0.160912	0.285179	0.570357	0.00096531
4	7,4	-0.157223	0.342543	0.685086	0.00072398
4	7,5	-0.154588	-0.191775	-0.383549	0.00096531
4	7,6	-0.158372	-0.277040	-0.554079	0.00096531
4	8,A	0.415490	0.186537	0.373075	0.00096531
4	8,2	-0.202468	0.252465	0.504929	0.00096531
4	8,3	-0.186681	0.312585	0.625171	0.00096531
4	8,4	-0.182858	-0.214040	-0.428081	0.00072398
4	8,5	-0.181302	-0.291820	-0.583640	0.00096531
4	8,6	-0.184078	-0.337542	-0.675083	0.00096531
4	8,7	-0.189590	-0.380044	-0.760089	0.00096531
4	9,A	0.653883	0.229578	0.459156	0.00096531
4	9,2	-0.207033	0.300049	0.600097	0.00096531
4	9,3	-0.191249	-0.225500	-0.451000	0.00096531
4	9,4	-0.188473	-0.254283	-0.508566	0.00072398
4	9,5	-0.185886	-0.335518	-0.671036	0.00096531
4	9,6	-0.188622	-0.419615	-0.839231	0.00096531
4	9,7	-0.194143	-0.452965	-0.905930	0.00096531
4	9,8	-0.084414	-0.541139	-1.082279	0.00096531
4	10,A	1.500000	0.298209	0.595071	0.00386124
4	10,2	-0.211839	-0.193955	-0.387911	0.00386124
4	10,3	-0.197109	-0.257952	-0.515904	0.00386124
4	10,4	-0.193331	-0.336459	-0.672917	0.00289593
4	10,5	-0.190687	-0.417990	-0.835980	0.00386124
4	10,6	-0.193442	-0.454566	-0.909133	0.00386124
4	10,7	-0.064395	-0.535108	-1.070216	0.00386124
4	10,8	0.164240	-0.597317	-1.194633	0.00386124
4	10,9	0.404114	-0.711696	-1.423391	0.00386124
5	2,A	-0.118846	0.158731	0.212295	0.00096531
5	3,A	-0.116020	0.136564	0.203578	0.00096531
5	3,2	-0.104257	0.021505	-0.208514	0.00096531
5	4,A	-0.113097	0.107857	0.174985	0.00096531
5	4,2	-0.101371	0.008890	-0.185536	0.00096531
5	4,3	-0.097993	0.048986	-0.061355	0.00096531
5	5,A	-0.110736	0.082113	0.148256	0.00072398
5	5,2	-0.098373	0.056768	-0.070318	0.00072398
5	5,3	-0.095495	0.141067	0.154983	0.00072398
5	5,4	-0.092477	0.246436	0.414995	0.00072398
5	6,A	0.004662	0.140016	0.280033	0.00096531
5	6,2	-0.103819	0.130630	0.130583	0.00096531
5	6,3	-0.100904	0.234973	0.391603	0.00096531
5	6,4	-0.097978	0.338825	0.677649	0.00096531
